FR,English,Popularity
gravité,gravity,5635
attacher,to attach,5636
taupe,mole,5637
centaine,hundred,5638
cambriolage,burglary,5639
manquent,missing,5640
bétail,livestock,5641
catholique,Catholic,5642
sacrifier,sacrifice,5643
salue,greeted,5644
e-mail,E-mail,5645
naomi,Naomi,5646
arts,arts,5647
inspiration,inspiration,5648
casse-toi,go away,5649
majorité,majority,5650
blair,blair,5651
malheureuse,unhappy,5652
mel,email,5653
coco,coconut,5654
jazz,jazz,5655
kennedy,Kennedy,5656
surprendre,surprise,5657
noyer,Walnut,5658
surprises,surprise,5659
peut-etre,perhaps,5660
relevé,statement,5661
principes,principles,5662
jacques,jacques,5663
moquer,mock,5664
rituel,ritual,5665
biologique,biological,5666
énormes,huge,5667
tordu,twisted,5668
concept,concept,5669
extra,extra,5670
nettoyage,cleaning,5671
missiles,missile,5672
syndicat,union,5673
bailey,bailey,5674
circuit,circuit,5675
tournoi,tournament,5676
dénoncer,denounce,5677
hope,Hope,5678
éternel,eternal,5679
graham,Graham,5680
laisserais,let,5681
buck,buck,5682
bond,jump,5683
éternelle,eternal,5684
déesse,goddess,5685
fée,fairy,5686
balancé,balance,5687
fameux,famous,5688
ci,this,5689
sirène,Mermaid,5690
pat,patch,5691
dérangé,disturbs,5692
jalousie,jealousy,5693
carmen,carmen,5694
dépêcher,hurry,5695
rassembler,to assemble,5696
lesbienne,lesbian,5697
vif,lively,5698
dégager,disengage,5699
cat,cat,5700
gardiens,guardians,5701
demandons,ask,5702
boucher,Butcher,5703
noires,black,5704
désirs,desires,5705
social,social,5706
promets-moi,promise me,5707
barbecue,barbecue,5708
galaxie,galaxy,5709
statut,status,5710
carton,cardboard,5711
fox,fox,5712
extrême,extreme,5713
requête,request,5714
francs,francs,5715
planter,plant,5716
troy,troy,5717
provoqué,provoked,5718
citron,lemon,5719
identification,identification,5720
impressionner,impress,5721
commentaire,remark,5722
nus,naked,5723
chantier,worksite,5724
déplace,move,5725
saviez-vous,Did you know,5726
baker,baker,5727
chemins,paths,5728
unis,United,5729
arnaque,scam,5730
ultime,ultimate,5731
vaches,cows,5732
feraient,do,5733
quai,platform,5734
maïs,But,5735
bay,bay,5736
stark,STARK,5737
cocktail,cocktail,5738
pêcher,to fish,5739
spécialité,speciality,5740
orbite,orbit,5741
étudiante,student,5742
correction,correction,5743
3ème,3rd,5744
comptable,an accountant,5745
arraché,snatch,5746
manny,manny,5747
stuart,stuart,5748
pénible,annoying,5749
appelés,named,5750
y.,y.,5751
signez,sign,5752
vain,vain,5753
afghanistan,Afghanistan,5754
oreiller,pillow,5755
wallace,Wallace,5756
éclair,flash,5757
sociaux,social,5758
erica,Erica,5759
tactique,tactical,5760
alliés,alloy,5761
violer,violate,5762
allergique,allergic,5763
villa,Villa,5764
croisé,cross,5765
bang,bang,5766
cicatrice,scar,5767
vitre,window,5768
postes,posts,5769
apparaît,appear,5770
habitué,used to,5771
codes,codes,5772
tonnerre,thunder,5773
road,road,5774
miracles,miracles,5775
maîtres,masters,5776
zoe,Zoe,5777
sensé,sensible,5778
melle,melle,5779
grange,barn,5780
promo,promo,5781
donnez-lui,give him,5782
degré,degree,5783
cibles,targets,5784
habillée,dressed,5785
duncan,duncan,5786
sentez-vous,do you smell,5787
espérant,Hoping,5788
appartenait,belonged,5789
battus,beaten,5790
flamme,flame,5791
apportez,bring,5792
bases,bases,5793
traînée,trail,5794
laser,laser,5795
flipper,pinball,5796
katherine,Katherine,5797
amateur,amateur,5798
jen,jen,5799
serpents,snakes,5800
garcia,garcia,5801
élite,elite,5802
valeurs,values,5803
contents,contents,5804
chantage,blackmail,5805
haley,haley,5806
yang,yang,5807
poussez,push,5808
civile,civilian,5809
amber,amber,5810
ralentir,to slow down,5811
happy,happy,5812
prudente,prudent,5813
solaire,solar,5814
miranda,miranda,5815
rejeté,rejected,5816
psychopathe,psychopath,5817
meredith,meredith,5818
comparé,compared,5819
troubles,disorders,5820
banc,bench,5821
engin,gear,5822
amenée,brought,5823
maillot,Jersey,5824
pété,tough,5825
joy,joy,5826
trajet,route,5827
développer,develop,5828
démarrer,to start up,5829
gagnes,gagnes,5830
peste,plague,5831
castle,castle,5832
viendrait,come,5833
down,down,5834
déconne,disconnect,5835
retrouvera,will find,5836
denise,Denise,5837
habitudes,habits,5838
confession,confession,5839
académie,academy,5840
assassins,murderer,5841
inventer,invent,5842
cieux,heavens,5843
signalé,reported,5844
avancé,advanced,5845
rapporté,reported,5846
trevor,trevor,5847
barman,bartender,5848
libère,released,5849
tournez,turn,5850
carnet,notebook,5851
complot,conspiracy,5852
éloigne,distant,5853
nier,deny,5854
augmentation,increase,5855
nanas,nanas,5856
pareils,same,5857
emmenez-le,Take it,5858
envoient,send,5859
dépôt,deposit,5860
mariages,weddings,5861
partagé,share,5862
actuelle,current,5863
camions,trucks,5864
sonner,ring,5865
détendez-vous,Relax,5866
appellera,will call,5867
physiquement,physically,5868
reed,reed,5869
world,world,5870
nichons,tits,5871
registre,register,5872
mia,mia,5873
pompe,pump,5874
frappée,struck,5875
veronica,veronica,5876
présentation,presentation,5877
fabriquer,make,5878
gene,uncomfortable,5879
saluer,greet,5880
joint,joint,5881
ondes,wave,5882
évolution,evolution,5883
augmente,increases,5884
empoisonné,poisoned,5885
grippe,flu,5886
détresse,distress,5887
effacé,cleared,5888
chiffre,figure,5889
guerriers,warlike,5890
battent,beat,5891
guéri,cured,5892
hurler,to scream,5893
psychiatre,psychiatrist,5894
confié,entrusts,5895
fit,fit,5896
when,wheen,5897
orage,storm,5898
xena,xena,5899
cavalier,rider,5900
soi-disant,so-called,5901
commettre,commit,5902
aurais-je,would I have,5903
déchiré,torn,5904
énervée,angry,5905
pendre,hang,5906
pousse-toi,pushes you,5907
mordre,to bite,5908
brosse,brush,5909
craquer,crack,5910
difficultés,difficulties,5911
impatient,impatient,5912
mario,mario,5913
guy,guy,5914
pyjama,pyjamas,5915
flèche,arrow,5916
suivie,followed by,5917
hommage,tribute,5918
rentrés,returned,5919
éclate,bursts,5920
crevé,dreaded,5921
ordonnance,order,5922
anglaise,English,5923
accompli,accomplished,5924
boxe,boxing,5925
serviettes,napkins,5926
diriez-vous,Would you say,5927
sèche,dried,5928
maudite,cursed,5929
décroche,off hook,5930
veniez,come,5931
rendait,rendered,5932
habituer,accustom,5933
intuition,intuition,5934
serena,serena,5935
fondation,foundation,5936
consulter,to consult,5937
concierge,concierge,5938
rosie,rosie,5939
bêtise,stupidity,5940
comptent,count,5941
réunir,reunite,5942
lâches,cowardly,5943
u,u,5944
étrangère,foreign,5945
philadelphie,philadelphia,5946
harrison,harrison,5947
inconscient,unconscious,5948
mairie,town hall,5949
poussée,thrust,5950
établi,established,5951
vaisselle,washing up,5952
hélico,helico,5953
volés,stolen,5954
ronde,round,5955
fardeau,burden,5956
hockey,hockey,5957
choisie,chosen,5958
brille,shines,5959
ris,laugh,5960
alcoolique,alcoholic,5961
doyle,doyle,5962
d.,d.,5963
cuit,cooked,5964
remplie,filled,5965
entreprises,essence,5966
ivan,ivan,5967
éteins,extinct,5968
premièrement,First,5969
enchères,auction,5970
pertes,losses,5971
sous-marin,submarine,5972
rayons,ray,5973
annule,canceled,5974
kira,kira,5975
monk,monk,5976
livré,book,5977
intérieure,indoor,5978
standard,standard,5979
glissé,slippery,5980
annoncé,announcement,5981
civilisation,civilization,5982
rentrant,returning,5983
souper,supper,5984
aprés,after,5985
veuilles,forth,5986
institut,institute,5987
ventes,sales,5988
filmé,filmed,5989
continuent,continue,5990
grey,gray,5991
fracture,fracture,5992
reparti,reparteant,5993
demande-lui,ask him,5994
concentre-toi,concentrate,5995
engage,engaging,5996
fine,thin,5997
dvd,DVD,5998
fusils,rifles,5999
wyatt,wyatt,6000
intéressée,interested,6001
éléphant,elephant,6002
bouclier,shield,6003
avantages,benefits,6004
considérer,consider,6005
chips,chips,6006
rappelle-moi,call me back,6007
atterrissage,landing,6008
voyou,thug,6009
connie,conn,6010
houston,Houston,6011
fabriqué,made,6012
coiffure,hairstyle,6013
payez,pay,6014
jusque-là,until there,6015
ri,ri,6016
botte,boot,6017
arrêtait,arrest,6018
député,deputy,6019
stefan,stefan,6020
patronne,boss,6021
cookies,Cookies,6022
barrière,fence,6023
obtient,get,6024
disposition,arrangement,6025
papillon,butterfly,6026
capturé,capture,6027
attendra,will wait,6028
entrés,input,6029
tucker,tucker,6030
adorait,worshiped,6031
emporté,won,6032
dramatique,dramatic,6033
pourvu,providing,6034
originale,original,6035
accroche,hook,6036
ras,ras,6037
superman,superman,6038
pop,pop,6039
district,district,6040
apprendra,learn,6041
sorties,exits,6042
tranquillement,calmly,6043
tenez-vous,Stand,6044
sharon,Sharon,6045
arrières,rear,6046
préférez,prefer,6047
radar,radar,6048
halte,stop,6049
deux-là,two,6050
zombie,zombie,6051
grille,gate,6052
critiques,criticism,6053
soucier,worry about,6054
promet,promise,6055
visiblement,visibly,6056
mâle,male,6057
donnant,giving,6058
ciao,ciao,6059
copines,girlfriends,6060
brenda,brenda,6061
paniqué,panic,6062
poète,poet,6063
licence,Licence,6064
sauvés,saved,6065
col,collar,6066
titres,securities,6067
verrais,see,6068
chan,chan,6069
valent,valent,6070
admis,admitted,6071
emprunté,borrowed,6072
honnêtes,honest,6073
attentivement,carefully,6074
techniques,techniques,6075
passerelle,bridge,6076
melissa,melissa,6077
réalises,acting,6078
reculer,to move back,6079
transmission,transmission,6080
drake,drake,6081
gré,willful,6082
poignet,wrist,6083
montant,amount,6084
embarrassant,embarrassing,6085
beau-père,Stepfather,6086
maîtrise,mastery,6087
lydia,Lydia,6088
remplace,replace,6089
solo,solo,6090
toile,cloth,6091
hunter,hunter,6092
parrain,Godfather,6093
transmettre,to transmit,6094
honorable,honorable,6095
jolis,pretty,6096
aussitôt,right away,6097
facteur,factor,6098
pere,dad,6099
east,East,6100
claque,slap,6101
chloe,chloe,6102
impliquée,involved,6103
sabre,saber,6104
filet,net,6105
troupe,troop,6106
henri,henri,6107
brandon,brandon,6108
onze,eleven,6109
conclure,conclude,6110
claudia,claudia,6111
analyser,analyze,6112
antécédents,antecedents,6113
pâle,blade,6114
servira,be used for,6115
investissement,investment,6116
sentie,fond,6117
pére,dad,6118
puissants,powerful,6119
facebook,Facebook,6120
vice-président,vice-president,6121
bud,bud,6122
fixer,to stare,6123
levée,lifting,6124
paula,paula,6125
poli,polished,6126
expliquerai,explain,6127
day,day,6128
surprenant,surprising,6129
shopping,shopping,6130
visuel,visual,6131
directrice,director,6132
imbéciles,fools,6133
vulnérable,vulnerable,6134
pacifique,peaceful,6135
correspondance,correspondence,6136
retiens,retires,6137
éliminé,eliminated,6138
chienne,female dog,6139
conte,tale,6140
compagnon,companion,6141
difficulté,difficulty,6142
fées,fair,6143
arrivant,arriving,6144
caravane,caravan,6145
da,da,6146
disparus,disappeared,6147
embêter,bother,6148
balader,stroll,6149
pharmacie,pharmacy,6150
défilé,parade,6151
ramasse,picked up,6152
âgé,age,6153
chanteur,singer,6154
avery,Avery,6155
précise,precise,6156
rançon,ransom,6157
infirmières,nurses,6158
bossé,bossed,6159
grayson,grasson,6160
miguel,miguel,6161
bauer,bauer,6162
retient,hold back,6163
étonnerait,would surprise,6164
lawrence,Lawrence,6165
miennes,mine,6166
kidnappé,kidnapped,6167
souhaitez,want,6168
nounou,nanny,6169
adams,adams,6170
ralentis,slow down,6171
repérer,spot,6172
automatique,Automatique,6173
bowling,bowling,6174
détruite,destroyed,6175
emménager,move in,6176
laissés,left behind,6177
comptais,counsel,6178
us,US,6179
dormez,sleep,6180
cindy,cindy,6181
sebastian,sebastian,6182
gant,glove,6183
maurice,mauritius,6184
discipline,disciplined,6185
choisissez,choose,6186
bisou,kiss,6187
connaissances,knowledge,6188
bernard,Bernard,6189
paperasse,paperwork,6190
essais,testing,6191
hauts,Tops,6192
affiche,attach,6193
pardonné,forgiven,6194
dallas,dallas,6195
enfermée,enclosed,6196
recevez,receive,6197
good,good,6198
fisher,Fisher,6199
loge,lodge,6200
camionnette,Van,6201
rocher,rock,6202
transféré,transferred,6203
supérieurs,superior,6204
héritier,heir,6205
payés,paid,6206
terribles,terrible,6207
sénat,senate,6208
polly,polly,6209
partes,parts,6210
individu,individual,6211
dites-nous,tell us,6212
continuons,let's go on,6213
décevoir,disappoint,6214
fusion,fusion,6215
conne,bound,6216
ado,teenager,6217
crane,skull,6218
angie,Angie,6219
airs,tune,6220
traumatisme,trauma,6221
pierce,pierce,6222
comtesse,countess,6223
basé,based,6224
auriez-vous,would you have,6225
défaite,defeat,6226
khan,khan,6227
rapprocher,closer,6228
assassiner,murder,6229
talons,heels,6230
œuf,egg,6231
compté,account,6232
rosa,rosa,6233
haricots,bean,6234
roulé,rolled,6235
fiable,reliable,6236
voulions,wanted,6237
morris,morris,6238
renfort,reinforcement,6239
escroc,crook,6240
fassent,do,6241
déconner,mess up,6242
andré,André,6243
céréales,cereals,6244
tit,tit,6245
bandes,bands,6246
artistique,artistic,6247
fins,fine,6248
georges,georges,6249
blâmer,blame,6250
perdant,losing,6251
décédé,deceased,6252
lloyd,lloyd,6253
brouillard,fog,6254
quelques-uns,some,6255
oses-tu,do you dare,6256
caleb,caleb,6257
occupez-vous,Occupor,6258
brute,brute,6259
puisqu',since,6260
cinquante,fifty,6261
calibre,caliber,6262
trottoir,sidewalk,6263
poubelles,trash can,6264
pilule,pill,6265
portais,portais,6266
arabe,Arab,6267
qualités,qualities,6268
voire,even,6269
encre,ink,6270
eus,eus,6271
foudre,lightning,6272
visions,visions,6273
légèrement,slightly,6274
loupé,magnifying glass,6275
not,not,6276
blesse,hurt,6277
fortes,heavy,6278
existait,existed,6279
cochons,pigs,6280
aimeriez,Would like,6281
shirley,shirley,6282
marchand,trader,6283
poursuivi,for follow-up,6284
démocratie,democracy,6285
script,script,6286
loyal,loyal,6287
respirez,breathe,6288
sueur,sweat,6289
espions,spies,6290
li,li,6291
battue,beaten,6292
changez,change,6293
précieuse,precious,6294
impliquer,involve,6295
empêché,stop,6296
satisfaire,satisfied,6297
plonger,dive,6298
pilotes,pilots,6299
reagan,Reagan,6300
toilette,toilet,6301
spéciaux,special,6302
vagin,vagina,6303
décrit,describe,6304
hanna,hanna,6305
boucles,buckles,6306
coupables,guilty,6307
coupée,cut off,6308
former,form,6309
typique,typical,6310
pleures,crying,6311
humaines,human,6312
faille,fault,6313
alfred,alfred,6314
allure,pace,6315
sucer,suck,6316
copies,copies,6317
habiter,to live,6318
raciste,racist,6319
allonger,lengthen,6320
ressort,competence,6321
drôles,funny,6322
serviteur,servant,6323
e.,e.,6324
sexuelles,sexual,6325
case,box,6326
personnelles,personal,6327
championnat,championship,6328
web,web,6329
locaux,local,6330
domestique,domesticated,6331
cd,CD,6332
remplis,full,6333
veine,vein,6334
pa,pa,6335
ennuyer,bother,6336
ravissante,ravishing,6337
honnêteté,honesty,6338
moques,mocks,6339
voudriez-vous,would you like,6340
sid,sid,6341
thompson,thompson,6342
approprié,appropriate,6343
patrie,country,6344
canons,cannons,6345
reconnaissante,grateful,6346
nécessaires,required,6347
philippe,philippe,6348
monroe,monroe,6349
forcée,forced,6350
guider,guide,6351
verts,green,6352
certificat,certificate,6353
amende,fine,6354
présume,presume,6355
pan,pan,6356
ana,ana,6357
fusée,rocket,6358
zack,zack,6359
séparation,separation,6360
jeffrey,Jeffrey,6361
renvoie,returns,6362
beverly,beverly,6363
sciences,science,6364
caca,poop,6365
désespoir,despair,6366
voeux,wishes,6367
auberge,hostel,6368
diront,say,6369
moore,moore,6370
bishop,bishop,6371
zombies,zombies,6372
boyd,boyd,6373
magazines,magazine,6374
marquer,to mark,6375
rechercher,to research,6376
soie,silk,6377
stella,stella,6378
chèvre,goat,6379
hache,chopped,6380
winston,Winston,6381
fraude,fraud,6382
perry,perry,6383
ignorez,ignore,6384
racontez,tell,6385
hot,hot,6386
mont,Mountain,6387
carburant,fuel,6388
ve,line,6389
tapé,typed,6390
veines,veins,6391
méritent,merit,6392
ç,vs,6393
démissionné,resign,6394
méritait,deserved,6395
alien,alien,6396
médicaux,medical,6397
australie,Australia,6398
insulte,insult,6399
farce,prank call,6400
tires,tires,6401
appât,bait,6402
folles,crazy,6403
explorer,to explore,6404
instrument,instrument,6405
noah,Noah,6406
gage,pledge,6407
concentré,concentrated,6408
précédent,previous,6409
cortex,cortex,6410
curieuse,curious,6411
réponds-moi,answer me,6412
déçue,disappointed,6413
âne,donkey,6414
hal,hal,6415
lt,lt,6416
scotty,scotty,6417
danseuse,dancer,6418
corruption,corruption,6419
oeuf,egg,6420
secondaire,secondary,6421
ombres,shadows,6422
who,WHO,6423
économies,savings,6424
chauve,bald,6425
reese,reese,6426
tableaux,paintings,6427
entouré,surrounded,6428
contrats,contracts,6429
sauront,will know,6430
retournes,returns,6431
fumé,smoke,6432
silver,silver,6433
adopter,adopt,6434
comptait,counted,6435
demandant,asking,6436
épicerie,grocery store,6437
bennett,bennett,6438
applaudissements,applause,6439
rentrera,come back,6440
suicidé,suicide,6441
déchets,waste,6442
installe,installed,6443
clyde,clyde,6444
inconnus,unknown,6445
souhaiter,to wish,6446
gratuitement,free,6447
voté,vote,6448
have,have,6449
supermarché,supermarket,6450
pleurs,tears,6451
crache,spit,6452
rideau,curtain,6453
février,February,6454
mises,miserable,6455
préoccupe,concerned,6456
repousser,repel,6457
roues,wheels,6458
surmonter,overcome,6459
cœurs,hearts,6460
exécuter,execute,6461
agneau,Lamb,6462
ruby,ruby,6463
syndrome,syndrome,6464
mama,mama,6465
dimension,dimension,6466
téléphonique,telephone,6467
parcours,journey,6468
excite,excited,6469
jesus,Jesus,6470
becky,becky,6471
scolaire,school,6472
dis-le-moi,tell me,6473
appelons,call,6474
dingues,dingues,6475
finissent,finish,6476
générations,generation,6477
raser,to shave,6478
étages,floors,6479
rende,rendess,6480
cheminée,chimney,6481
voyous,thugs,6482
saoul,drunk,6483
merdique,crappy,6484
bell,bell,6485
sont-elles,are they,6486
sun,Sun,6487
saine,healthy,6488
nazis,nazis,6489
chiant,tiresome,6490
alimentaire,dietary,6491
observation,observation,6492
clean,clean,6493
grossier,coarse,6494
reid,reid,6495
ajoute,add,6496
délicate,delicate,6497
capturer,capture,6498
môme,mome,6499
calmes,calm,6500
sullivan,Sullivan,6501
excepté,except,6502
papy,Grandpa,6503
4e,4th,6504
distraire,distract,6505
rappellerai,recall,6506
profondeur,depth,6507
randall,randall,6508
chèques,checks,6509
triple,triple,6510
regret,regret,6511
mulder,mulder,6512
vulgaire,vulgar,6513
jouant,playing,6514
grain,grain,6515
grenier,attic,6516
emplacement,site,6517
coopérer,cooperate,6518
faciles,easy,6519
torturer,torture,6520
crétins,moron,6521
aîné,elder,6522
sembler,appear,6523
journées,days,6524
char,tank,6525
tire-toi,go away,6526
home,home,6527
électronique,electronic,6528
richie,richie,6529
collé,glue,6530
attendez-moi,wait for me,6531
infiniment,infinitely,6532
retournons,go back,6533
armées,armies,6534
aigle,eagle,6535
matelas,mattress,6536
poussez-vous,get away,6537
proie,prey,6538
furieuse,furious,6539
angoisse,anguish,6540
traitée,treated,6541
prévoir,to expect,6542
mick,mick,6543
tais,tais,6544
iront,will go,6545
vachement,really,6546
barrage,barrage,6547
gays,gays,6548
éternellement,eternally,6549
coeurs,hearts,6550
sens-tu,do you feel,6551
buddy,buddy,6552
austin,Austin,6553
marcel,marcel,6554
stand,stand,6555
durée,duration,6556
wells,wells,6557
robots,robots,6558
sheila,Sheila,6559
vietnam,Vietnam,6560
peggy,Peggy,6561
broadway,Broadway,6562
rôles,roles,6563
crash,crash,6564
débrouille,manifold,6565
arrache,snatch,6566
diagnostic,diagnostic,6567
flynn,flynn,6568
texto,text,6569
harcèlement,harassment,6570
délai,time limit,6571
reggie,regal,6572
inscrit,registered,6573
cassie,cassie,6574
barnes,barn,6575
arnold,arnold,6576
nègre,Negro,6577
bosses,bumps,6578
vainqueur,winner,6579
achetée,purchased,6580
manipuler,to manipulate,6581
représenter,represent,6582
sortais,sortais,6583
elvis,elvis,6584
araignée,spider,6585
colonie,colony,6586
faillite,bankruptcy,6587
pognon,pognon,6588
égalité,equality,6589
honorer,to honour,6590
group,group,6591
pensaient,thought,6592
courageuse,courageous,6593
mentale,mental,6594
travaillant,working,6595
espoirs,hopes,6596
rideaux,drapes,6597
renard,Fox,6598
trouveront,find,6599
boom,boom,6600
jon,jon,6601
vœux,wishes,6602
françois,Francis,6603
mineurs,minor,6604
inspire,inspired,6605
douleurs,pains,6606
défendu,defended,6607
aimiez,alarm,6608
exister,to exist,6609
israël,Israel,6610
tripes,Gut,6611
brésil,Brazil,6612
denny,denny,6613
assurez-vous,Make sure,6614
plaira,pleara,6615
pacte,pact,6616
réagi,reacted,6617
dons,donations,6618
choper,choke,6619
honoré,honored,6620
griffin,griffin,6621
isabelle,Isabelle,6622
multiples,multiple,6623
sacrément,sacrament,6624
hôpitaux,hospitals,6625
zones,zones,6626
agressé,aggressive,6627
transporter,carry,6628
ambition,ambition,6629
colis,package,6630
regardons,look,6631
grimper,to climb up,6632
dessiner,to design,6633
mouillé,wet,6634
édition,editing,6635
chargée,charged,6636
obsession,obsession,6637
mallette,briefcase,6638
casquette,cap,6639
pèse,weigh,6640
purée,mash potatoes,6641
invasion,invasion,6642
prétexte,pretext,6643
was,WAS,6644
candidats,candidates,6645
impasse,dead end,6646
cleveland,Cleveland,6647
tissus,tissue,6648
démissionne,resign,6649
messe,mass,6650
revoilà,revo,6651
vivais,lived,6652
modeste,modest,6653
cow-boy,cowboy,6654
présents,present,6655
mona,mona,6656
vice,vice,6657
éloigné,distant,6658
garantis,guaranteed,6659
saurez,be able to,6660
vaincu,defeated,6661
déja,already,6662
graisse,fat,6663
poulets,chickens,6664
stock,stock,6665
right,right,6666
vœu,wish,6667
kansas,Kansas,6668
hunt,hunt,6669
camps,camp,6670
opposé,opposite,6671
buvons,let's drink,6672
arc,bow,6673
niveaux,levels,6674
accidents,accident,6675
inutiles,unnecessary,6676
gentillesse,kindness,6677
commençait,began,6678
taureau,Taurus,6679
arrete,stopped,6680
selle,saddle,6681
na,n / A,6682
missile,missile,6683
détestent,hate,6684
inspiré,inspired,6685
banane,banana,6686
réplique,replica,6687
remplacé,replaced,6688
effrayée,frightened,6689
commune,common,6690
aspect,aspect,6691
autorise,authorized,6692
thérapeute,therapist,6693
désagréable,unpleasant,6694
examiné,examined,6695
crack,crack,6696
t.,t.,6697
fédération,federation,6698
comparer,compare,6699
stopper,stop,6700
relevés,statements,6701
reynolds,Reynolds,6702
prié,prayed,6703
pressentiment,presentiment,6704
repose-toi,rest,6705
matty,matty,6706
conviction,conviction,6707
offres,deals,6708
assassinée,assassinated,6709
emmènes,trigger,6710
saisis,seized,6711
rein,kidney,6712
lourde,heavy,6713
trouverons,find,6714
fontaine,fountain,6715
flippant,scary,6716
buffy,buffy,6717
favori,favorite,6718
comprendra,will include,6719
lits,beds,6720
religieux,religious,6721
glenn,glenn,6722
cal,call,6723
señor,señor,6724
ruine,ruined,6725
confidentiel,confidential,6726
participé,participated,6727
décoller,to take off,6728
déclarer,to announce,6729
timing,timing,6730
publié,published,6731
merdes,shit,6732
ciseaux,scissors,6733
empirer,to get worse,6734
south,south,6735
attentat,bombing,6736
instable,unstable,6737
chômage,unemployment,6738
renverser,to spill,6739
dixon,dixon,6740
mortelle,deadly,6741
endormie,asleep,6742
apparu,appeared,6743
hésite,hesitan,6744
pensions,pensions,6745
2ème,2nd,6746
balai,broom,6747
distributeur,distributer,6748
prit,suffer,6749
environs,surroundings,6750
rapides,rapid,6751
revenons,back,6752
tiens-toi,yourself,6753
aventures,adventures,6754
florence,Florence,6755
belle-mère,stepmother,6756
isolé,isolated,6757
éthique,ethics,6758
if,IF,6759
bars,bars,6760
détecteur,detector,6761
aveux,confession,6762
commentaires,comments,6763
bornes,terminals,6764
réussit,succeed,6765
sécurisé,secured,6766
coca,Coca,6767
utilises,use,6768
béton,concrete,6769
tess,tess,6770
tables,tables,6771
cachés,hidden,6772
retournée,returned,6773
fumier,manure,6774
douglas,douglas,6775
baraque,barrack,6776
franchir,cross,6777
tortue,tortoise,6778
isaac,Isaac,6779
revois,revivement,6780
fonctionnent,work,6781
performance,performance,6782
verront,will see,6783
nage,swim,6784
clubs,clubs,6785
profession,profession,6786
gâche,spoils,6787
vidé,empty,6788
glisse,slide,6789
changes,changing,6790
pourrait-il,Could he,6791
valable,valid,6792
conditionnelle,conditional,6793
soupçons,suspicion,6794
lessive,laundry,6795
radios,radios,6796
urine,urine,6797
score,score,6798
dorénavant,from now on,6799
escorte,escort,6800
location,rent,6801
fiona,fiona,6802
démissionner,to resign,6803
fondre,to melt,6804
financier,financial,6805
draguer,to dredge,6806
outre,outraged,6807
démonstration,demonstration,6808
diabolique,diabolical,6809
fichez,go,6810
moutons,sheep,6811
justifier,to justify,6812
supposée,supposed,6813
rasoir,Shaver,6814
utilisait,use,6815
sympathique,friendly,6816
confirmation,confirmation,6817
planifié,planned,6818
latin,Latin,6819
formulaire,form,6820
tuyaux,pipes,6821
chen,chen,6822
répondeur,answering machine,6823
travaillons,work,6824
mineur,minor,6825
active,active,6826
dispositif,device,6827
confusion,confusion,6828
alimentation,food,6829
fuis,fled,6830
jupe,skirt,6831
plancher,floor,6832
épargner,save,6833
évacuation,evacuation,6834
attache,attached,6835
patates,potatoes,6836
partait,went,6837
dirais-tu,Would you say,6838
dawson,dawns,6839
séquence,sequence,6840
jouons,play,6841
inévitable,inevitable,6842
violation,violation,6843
brennan,brennan,6844
marina,marina,6845
intrus,intruder,6846
soulagement,relief,6847
correspondent,correspond,6848
sortirai,outward,6849
yoga,yoga,6850
cape,cloak,6851
troupeau,herd,6852
déclenché,sets off,6853
assure-toi,make sure,6854
pouvions,could,6855
abeilles,bees,6856
fermez-la,shut up,6857
rocky,rocky,6858
rex,rex,6859
croira,believe,6860
minus,minus,6861
tueront,kill,6862
hotel,hotel,6863
cam,cam,6864
ados,teenager,6865
vont-ils,will they,6866
gin,gin,6867
traites,drafts,6868
télégramme,telegram,6869
menacer,to menace,6870
inscrire,to inscribe,6871
manoir,manor,6872
contrarié,upset,6873
concentration,concentration,6874
brody,brody,6875
provoque,provokes,6876
achetez,buy,6877
jambon,Ham,6878
papi,Grandpa,6879
cérébrale,cerebral,6880
assistance,assistance,6881
brett,Brett,6882
avalé,swallowed,6883
professeurs,professors,6884
rêvais,dreamed,6885
pétasse,bitch,6886
braquage,robbery,6887
chinoise,Chinese,6888
see,see,6889
piges,pigs,6890
lci,lci,6891
lester,lester,6892
tiers,third,6893
légalement,legally,6894
aliens,aliens,6895
suggéré,suggested,6896
dîtes,dite,6897
déchire,torn,6898
hypothèse,hypothesis,6899
dwight,dwight,6900
demandée,requested,6901
mets-le,Put the,6902
gonna,gonna,6903
pointer,point,6904
cigare,cigar,6905
adorais,adorais,6906
serrure,lock,6907
qg,QG,6908
marron,Chestnut,6909
préserver,to preserve,6910
dépasser,to go past,6911
nuls,dummy,6912
accroché,hung,6913
mikey,mike,6914
chanté,sung,6915
surveillez,watch,6916
anciennes,ancient,6917
dégueu,disgusting,6918
raccrocher,to hang up,6919
billard,billiards,6920
allah,Allah,6921
sauveur,Saviour,6922
séduire,seduce,6923
coiffeur,hairdresser,6924
marais,swamp,6925
conrad,conrad,6926
déclencher,to release,6927
armoire,cabinet,6928
glaces,iceboards,6929
îles,he is,6930
habille,dressed,6931
elaine,elaine,6932
klaus,klaus,6933
vertu,virtue,6934
respecté,respected,6935
gangs,gang,6936
campbell,Campbell,6937
appelais,calling,6938
episode,episode,6939
détestais,hate,6940
cuba,Cuba,6941
sonny,SONNY,6942
aimerions,would like,6943
nikki,nikki,6944
sheldon,Sheldon,6945
récolte,harvest,6946
touristes,tourists,6947
