ES,English,Popularity
busqué,I searched,5427
diosa,goddess,5428
estuvieran,They were,5429
barón,baron,5430
clay,Clay.,5431
artes,Arts,5432
nocturno,night,5433
timbre,doorbell,5434
escapa,escape,5435
establecer,set up,5436
what,que,5437
duermo,I sleep,5438
araña,Spider,5439
detenga,stop.,5440
intentes,Interest.,5441
correos,post,5442
profesores,teachers,5443
enseñarle,Teach him,5444
guerreros,Warriors,5445
ancianos,elderly,5446
preocupo,I worry,5447
bebes,babies,5448
imaginaba,I imagined,5449
mundos,Mundos.,5450
martillo,hammer,5451
eterna,eternal,5452
sufrió,He suffered,5453
comentario,comment,5454
inicio,beginning,5455
buscarme,Search me.,5456
impresionado,impressed,5457
estelar,stellar,5458
pagas,paid.,5459
álbum,album,5460
rojos,RED.,5461
jueces,judges,5462
allen,allen,5463
sufre,Suffer,5464
internos,internal,5465
casé,Casé.,5466
teresa,Teresa,5467
pudieran,They could,5468
ola,wave,5469
equivoca,mistake,5470
desaparecida,disappeared,5471
retrato,portrait,5472
justa,fair,5473
repugnante,disgusting,5474
mentirosa,liar,5475
uu,UU,5476
mirado,looked,5477
confesar,to confess,5478
vacas,cows,5479
deberá,must,5480
rojas,ROJAS.,5481
repetir,repeat,5482
respiro,respite,5483
cuya,whose,5484
ganancias,Profits,5485
disfrutando,Enjoying,5486
comedia,comedy,5487
boy,Boy.,5488
chip,chip,5489
amables,A friendly,5490
inversión,investment,5491
gemelos,Twins,5492
minas,mines,5493
falsos,false,5494
times,Times,5495
pat,PAT.,5496
matarnos,kill us,5497
cogí,I took,5498
australia,Australia,5499
seda,silk,5500
malentendido,misunderstood,5501
distintas,Differentos,5502
diamante,Diamond,5503
april,April.,5504
cojo,lame,5505
avergonzado,embarrassed,5506
siguientes,following,5507
agarrar,grab,5508
comunicaciones,Communications,5509
dirán,They will say,5510
cobrar,collect,5511
dificultades,difficulties,5512
lápiz,pencil,5513
pague,pay.,5514
deberia,should,5515
caiga,fall,5516
tara,tare,5517
christopher,Christopher,5518
avenida,avenue,5519
comenzamos,We started,5520
seca,dry.,5521
contentos,Happy,5522
vivió,lived,5523
hágalo,do it,5524
que-,what-,5525
bruno,Bruno.,5526
llévate,Last,5527
oculto,hidden,5528
metes,metes.,5529
soo,SOO.,5530
principales,Main,5531
mario,Mario,5532
vic,Vic.,5533
euros,euros.,5534
salva,saved,5535
mantengan,Maintain,5536
entras,rose,5537
manhattan,Manhattan,5538
promesas,promises,5539
explosivos,explosives,5540
kennedy,Kennedy.,5541
ataúd,coffin,5542
cancelar,cancel,5543
island,Island,5544
excusas,excuses,5545
emergencias,Emergencies,5546
orgullosos,proudly,5547
creerme,believe me,5548
brooklyn,Brooklyn.,5549
seguida,followed,5550
busque,I searched,5551
encendido,switched on,5552
coro,chorus,5553
urgencias,Emergency,5554
tales,such,5555
observa,Observe,5556
manual,Handbook,5557
privacidad,Privacy,5558
ll,ll.,5559
pasaré,I will go,5560
recuperación,Recovery,5561
cuartos,rooms,5562
semejante,similar,5563
sobra,surplus,5564
oler,smell,5565
presentado,presented,5566
basado,based,5567
paro,unemployment,5568
dinos,tell us,5569
tenerla,have it,5570
lawrence,Lawrence,5571
andrea,Andrea,5572
modelos,Models,5573
pida,Ask,5574
saluda,greets,5575
dejadme,Leave me.,5576
comí,ate,5577
nido,nest,5578
curtis,curtis,5579
plataforma,platform,5580
benny,Benny,5581
booth,Booth.,5582
pam,Pam.,5583
afortunadamente,Fortunately,5584
entran,Enter,5585
pagué,Pagué.,5586
objeción,objection,5587
reconoces,Recognizes,5588
clan,clan,5589
chance,chance,5590
tokio,Tokyo.,5591
preguntaste,Asked,5592
vital,vital,5593
vanessa,Vanessa.,5594
vinieras,Vinames.,5595
pañuelo,handkerchief,5596
preso,prisoner,5597
durar,to last,5598
llevarnos,take us,5599
esperé,Wait,5600
trampas,trampas,5601
quedaron,They were left,5602
ned,Ned.,5603
saludar,greet,5604
prométeme,promise me,5605
caen,Caen.,5606
franklin,Franklin.,5607
halloween,Halloween,5608
donald,Donald.,5609
aguarda,Aguarda.,5610
causó,caused,5611
darás,Darás,5612
niebla,fog,5613
psicópata,psychopath,5614
rodeado,surrounded,5615
invitar,invite,5616
cal,lime,5617
escucharlo,hear it,5618
culpo,blame,5619
vamonos,Let's go,5620
colgado,strung up,5621
goma,eraser,5622
talla,size,5623
oración,prayer,5624
turner,Turner.,5625
acércate,Come on,5626
tomemos,TomE,5627
maestros,Teachers,5628
cómplice,accomplice,5629
cercana,close,5630
preguntan,Ask,5631
preocupas,worries,5632
saldré,I will go out,5633
licor,liqueur,5634
llevara,carry,5635
teme,fear,5636
ídolo,idol,5637
sindicato,labor union,5638
fallado,failed.,5639
crane,Crane.,5640
usé,Used.,5641
simpson,Simpson,5642
globo,balloon,5643
blancas,White,5644
audición,hearing,5645
vigilar,look out,5646
almohada,pillow,5647
oido,hearing,5648
rehabilitación,rehabilitation,5649
increible,amazing,5650
galaxia,galaxy,5651
long,Long.,5652
curar,cure,5653
elefante,elephant,5654
robé,Robé.,5655
guardián,guardian,5656
investigaciones,research,5657
fuéramos,We were,5658
tejido,tissue,5659
muñecas,dolls,5660
llamaría,would call,5661
anderson,Anderson.,5662
atacado,attacked,5663
vagina,vagina,5664
samantha,Samantha.,5665
levantado,gotten up,5666
tabla,table,5667
monos,monkeys,5668
escudo,shield,5669
extranjeros,foreign,5670
denise,Denise.,5671
bañera,bathtub,5672
pop,pop,5673
ayudarlos,Help them,5674
moderna,modern,5675
blue,Blue.,5676
interrogatorio,interrogation,5677
rapido,Quick,5678
merecen,Deserve,5679
bonitos,Nice,5680
angel,Angel,5681
g,G.,5682
woo,Woo.,5683
brasil,Brazil,5684
freddie,Freddie.,5685
asistencia,assistance,5686
pagará,pay to,5687
novato,rookie,5688
avisar,warn,5689
hemorragia,hemorrhage,5690
conviene,Conveniently,5691
ajá,AHA,5692
perrito,puppy,5693
créame,CRÉAME.,5694
olas,waves,5695
sabré,Sabré.,5696
caí,I fell down,5697
manejarlo,Handle it,5698
fenómeno,phenomenon,5699
quejas,complaints,5700
coca,Coke,5701
persiguiendo,pursuing,5702
lotería,lottery,5703
acerques,ACRACKERS,5704
certificado,certificate,5705
bigote,moustache,5706
aca,here,5707
bondad,goodness,5708
aterrizar,to land,5709
misiles,Missiles,5710
planos,blueprints,5711
despierte,awake,5712
despedirme,say goodbye,5713
connie,Connie.,5714
avance,Advance,5715
sacarme,removal,5716
prepárense,Prepare,5717
tumor,tumor,5718
camarera,waitress,5719
herencia,inheritance,5720
vaquero,cowboy,5721
trenes,trains,5722
largos,long,5723
patria,homeland,5724
ponía,Put,5725
enviando,sending,5726
apagado,off,5727
rastrear,Track,5728
acababa,I ended up,5729
campeonato,championship,5730
técnico,technical,5731
injusto,unfair,5732
activo,active,5733
pesadillas,nightmares,5734
galería,Gallery,5735
drew,Drew.,5736
sacando,removing,5737
vió,he saw,5738
tanques,tanks,5739
enseña,Teach,5740
editor,editor,5741
liberación,release,5742
interesantes,interesting,5743
comenzaron,Beginning,5744
quinta,fifth,5745
levante,I raised,5746
pesa,weight,5747
responda,reply,5748
lance,throw,5749
pondría,War,5750
resistir,to resist,5751
hueles,you smell,5752
bajen,Bajen,5753
hermosos,beautiful,5754
arriesgado,risky,5755
mueres,Duffers,5756
duke,Duke.,5757
agallas,guts,5758
verlas,see them,5759
sentirlo,feel it,5760
faltaba,lacked.,5761
cindy,Cindy.,5762
armados,armed,5763
volumen,volume,5764
hunter,Hunter,5765
bailarina,dancer,5766
huyó,Fuyó,5767
edición,edition,5768
atreve,dare,5769
ganan,Ganan.,5770
debate,debate,5771
cables,cables,5772
necesitará,will need,5773
compraré,I'll buy,5774
odian,Odian,5775
poeta,poet,5776
cortes,cuts,5777
doña,Mrs,5778
manta,blanket,5779
competir,to compete,5780
nazis,Nazi.,5781
fritas,Fried.,5782
dentista,dentist,5783
amamos,we love,5784
encontraba,He found,5785
menú,menu,5786
may,may,5787
necesariamente,necessarily,5788
negras,blacks,5789
descubrimiento,discovery,5790
organizado,organized,5791
apetito,appetite,5792
cameron,Cameron,5793
traen,bring.,5794
muriera,Muriera,5795
visual,visual,5796
acostado,lying down,5797
ángulo,angle,5798
inferior,lower,5799
sydney,Sydney.,5800
incapaz,be unable,5801
volante,steering wheel,5802
sierra,Mountain range,5803
probando,testing,5804
distinta,Distantly,5805
sentiría,I would feel,5806
abuso,abuse,5807
celebración,celebration,5808
diente,tooth,5809
tuyas,yours,5810
humilde,humble,5811
discutiendo,arguing,5812
gene,gene,5813
suicidó,suicide,5814
disposición,provision,5815
conversaciones,Conversations,5816
lámpara,lamp,5817
sabrán,will know,5818
métodos,methods,5819
marcos,frames,5820
huéspedes,Guests,5821
crean,Crean.,5822
preocupen,Worry,5823
direcciones,addresses,5824
baker,Baker.,5825
planetas,Planets,5826
determinar,decide,5827
condesa,countess,5828
ópera,Opera,5829
corten,Corten.,5830
peligrosos,dangerous,5831
asesinados,murdered,5832
joy,Joy.,5833
medicinas,Medicines,5834
rory,Rory.,5835
mansión,Mansion,5836
torres,towers,5837
lecciones,Lessons,5838
sentirte,feel you,5839
comprando,buying,5840
equilibrio,Balance,5841
trevor,Trevor.,5842
lograrlo,to achieve it,5843
culpar,to blame,5844
sacas,Sacks,5845
crecí,I grew up,5846
certeza,certainty,5847
observar,observe,5848
molestando,bothering,5849
supervivencia,survival,5850
nacer,be born,5851
hechas,made,5852
sacaron,They took out,5853
p,P.,5854
olvidas,Forget,5855
escondiendo,hiding,5856
can,dog,5857
famosos,Famous,5858
melissa,Melissa.,5859
ias,IAS.,5860
aterrizaje,landing,5861
girar,to turn,5862
aceptarlo,Accept it,5863
danza,dance,5864
little,Little,5865
métete,Métete.,5866
hambriento,hungry,5867
mates,math,5868
ordenado,tidy,5869
calcetines,socks,5870
confuso,confused,5871
enamorados,In love,5872
j.,j.,5873
moderno,modern,5874
tocas,touches,5875
responsables,responsible,5876
tabaco,tobacco,5877
registrado,registered,5878
balón,ball,5879
top,top,5880
boletos,tickets,5881
lentes,glasses,5882
consejero,adviser,5883
chistes,jokes,5884
guerras,Wars.,5885
sacaré,I took out,5886
coordenadas,coordinate,5887
vergonzoso,shameful,5888
distintos,Differentos,5889
fingiendo,pretending,5890
significaba,meant,5891
mensajero,delivery courier,5892
judy,Judy,5893
test,test,5894
cortesía,courtesy,5895
campus,campus,5896
compro,I buy,5897
bingo,bingo,5898
asumo,I assume,5899
j,J.,5900
impulso,impulse,5901
pensaría,I would think,5902
venden,Do you sell,5903
contratado,hired,5904
conozcas,Meet.,5905
utilizando,using,5906
chan,Chan.,5907
propiedades,Properties,5908
explicaré,I will explain,5909
signo,sign,5910
disparando,shooting up,5911
ajedrez,Chess,5912
aseguraré,I will ensure,5913
crítica,review,5914
necesitabas,you needed,5915
británicos,British,5916
ciega,blind,5917
cordero,mutton,5918
democracia,democracy,5919
rastros,trails,5920
protege,protects,5921
papeleo,paperwork,5922
cubo,Cube,5923
judicial,judicial,5924
sid,Sid.,5925
masaje,massage,5926
beca,scholarship,5927
verse,see.,5928
miseria,misery,5929
conocías,You knew,5930
contenido,contents,5931
razon,reason,5932
sana,fury,5933
ritual,ritual,5934
aliados,allies,5935
orina,urine,5936
ofender,to offend,5937
hilo,thread,5938
seattle,Seattle,5939
subido,uploaded,5940
eche,ECHE.,5941
quedaría,I would be there,5942
enfermería,Nursing,5943
entienda,in shop,5944
matrícula,enrollment,5945
jung,Jung.,5946
dejarán,They will leave,5947
a.m.,A.M.,5948
raya,stripe,5949
superiores,superior,5950
islas,Islands,5951
dispuestos,ready,5952
mascota,pet,5953
ascenso,ascent,5954
comenzando,starting,5955
delicado,delicate,5956
incluye,It includes,5957
revisa,check out,5958
entraron,entered,5959
estabamos,We were,5960
llevaste,you took,5961
duermes,Do you sleep,5962
neal,Neal.,5963
empuja,Push,5964
atado,tied,5965
telegrama,telegram,5966
oir,hear,5967
sorprendió,Surprised,5968
christian,christian,5969
pegó,stuck,5970
salvarte,save you,5971
deseaba,I wanted,5972
pisos,floors,5973
soñar,Sound,5974
interna,internal,5975
avanzar,advance,5976
guy,Guy.,5977
mercancía,commodity,5978
localizar,to locate,5979
choque,shock,5980
desesperada,desperately,5981
d.,d.,5982
águila,Eagle,5983
rebeldes,rebel,5984
apunta,aim,5985
troy,Troy,5986
líquido,liquid,5987
llegaré,I will arrive at,5988
rompí,I broke up,5989
dispararle,shoot,5990
bailey,Bailey.,5991
jodas,Jodas.,5992
carbón,Coal,5993
regresé,I am back,5994
secuestrado,kidnaped,5995
aprendiendo,learning,5996
sandra,Sandra.,5997
ayúdeme,Help me,5998
cocinero,Cook,5999
quitarme,removal,6000
entraste,Entraste.,6001
katherine,Katherine.,6002
medicación,medication,6003
baños,toilets,6004
creías,You believed.,6005
ácido,acid,6006
agresión,aggression,6007
lex,Lex.,6008
consulta,consultation,6009
nicky,Nicky,6010
alison,Alison.,6011
jan,Jan.,6012
detenerme,Stop,6013
órganos,Organs,6014
zach,Zach.,6015
situaciones,situations,6016
barro,mud,6017
jódete,Fucky.,6018
jazz,jazz,6019
debamos,We should,6020
amber,Amber,6021
cleveland,Cleveland.,6022
múltiples,multiple,6023
cuentan,They count.,6024
apártate,back off,6025
cretino,cretin,6026
brooke,Brooke.,6027
gays,gays,6028
obtuvo,obtained.,6029
min,min,6030
drake,Drake.,6031
multa,penalty fee,6032
anillos,rings,6033
kirk,Kirk.,6034
quedara,staya.,6035
claudia,Claudia,6036
hacerles,Do,6037
trabajador,worker,6038
acabaron,They finished,6039
quirófano,Chirophan,6040
aéreo,aerial,6041
carmen,Carmen,6042
misa,mass,6043
riqueza,wealth,6044
separado,separated,6045
toneladas,tons,6046
criada,maid,6047
ida,Going,6048
madison,Madison,6049
observación,observation,6050
deténgase,Stop,6051
asistir,attend,6052
compañías,Companies,6053
mm-hmm,mm-hmm.,6054
freddy,Freddy,6055
voluntario,voluntary,6056
puñado,handful,6057
profundidad,depth,6058
ligero,light,6059
cuadros,picture,6060
incendios,fires,6061
meg,Meg,6062
afortunada,fortunate,6063
pega,job,6064
c.,c.,6065
añadir,Add,6066
harrison,Harrison.,6067
músculos,muscles,6068
reunirse,get together,6069
sheila,sheila,6070
sacamos,We took out,6071
depresión,depression,6072
afueras,outskirts,6073
confirmado,confirmed,6074
sordo,deaf,6075
vano,vain,6076
brigada,brigade,6077
diremos,We will say,6078
perdonar,forgive,6079
gigantes,Giants.,6080
pila,battery,6081
presentes,present,6082
bahía,bay,6083
lesbiana,lesbian,6084
ayuntamiento,town hall,6085
ligera,lighto.,6086
acceder,to access,6087
comprometido,engaged,6088
sentar,sit,6089
fáciles,easy,6090
píldoras,pills,6091
preocupaciones,Concerns,6092
eve,EVE.,6093
compre,I bought,6094
desean,Desire,6095
ansioso,anxious,6096
despertado,woken up,6097
mantenerte,keep you,6098
suplico,plead,6099
with,with.,6100
escúcheme,listen to me,6101
demos,Demos.,6102
stella,Stella.,6103
pierden,they lose,6104
ii,II.,6105
olvidarlo,Forget it,6106
mencionado,mentioned.,6107
interno,internal,6108
pacífico,peaceful,6109
obligación,obligation,6110
hablará,to talk to,6111
comunista,communist,6112
osos,Bears,6113
espías,spies,6114
ohh,Ohh,6115
arreglaré,I will arrange,6116
cuentes,Caletes.,6117
coincide,match,6118
servido,served,6119
asegurarnos,Secure us,6120
mick,Mick,6121
espectacular,spectacular,6122
filosofía,philosophy,6123
simpático,nice,6124
contraseña,password,6125
pillado,cautious,6126
naomi,Naomi,6127
volviera,Return,6128
levantarse,get up,6129
supuestamente,supposedly,6130
veredicto,verdict,6131
regresará,return,6132
cubre,it covers,6133
jabón,soap,6134
egipto,Egypt,6135
terminemos,Let us,6136
simples,Simple,6137
concentración,concentration,6138
dejarnos,leave us,6139
déjanos,leave us,6140
factura,invoice,6141
zack,Zack.,6142
cargado,loaded,6143
submarino,submarine,6144
expertos,experts,6145
cazadores,Hunters,6146
afecto,affected,6147
sonreír,smile,6148
volvía,I returned to,6149
protegiendo,protecting,6150
dejad,Leavement,6151
desconocida,unknown,6152
one,One.,6153
oírte,To hear you,6154
cristiano,Christian,6155
víctor,Victor,6156
invasión,invasion,6157
maricón,fagot,6158
permanece,it remains,6159
jon,Jon.,6160
botones,buttons,6161
habríamos,We would have,6162
criado,raised,6163
solucionar,sort out,6164
dawson,Dawson,6165
despertó,woke up,6166
oriente,East,6167
especialista,specialist,6168
imbéciles,imbeciles,6169
mantenerse,keep,6170
alexander,Alexander,6171
suiza,Switzerland,6172
tapa,top,6173
alla,there,6174
votación,vote,6175
shaw,Shaw.,6176
lloyd,Lloyd.,6177
heredero,inheritor,6178
atravesar,cross,6179
adams,Adams.,6180
favoritos,Favorites.,6181
traerá,will bring,6182
engañando,cheating,6183
hamburguesas,burgers,6184
esfuerzos,effort,6185
diarios,Daily,6186
arrogante,arrogant,6187
moriré,I will die,6188
excitante,exciting,6189
entrenar,to train,6190
maneja,handle,6191
permíteme,Allow me,6192
creíste,Creit,6193
bosques,Forests,6194
insectos,insects,6195
liberado,released,6196
irene,Irene.,6197
brillo,brightness,6198
becky,Becky.,6199
romántica,romantic.,6200
corresponde,correspondence,6201
ruby,Ruby.,6202
harvard,Harvard.,6203
debías,Should,6204
choi,Choi,6205
molestado,troubled,6206
rosie,Rosie.,6207
admiro,I admire,6208
georgia,Georgia,6209
costillas,ribs,6210
bernard,Bernard.,6211
valentín,Valentine,6212
llenas,Full,6213
retirado,retired,6214
anciana,old woman,6215
escribiste,you wrote,6216
hablen,talk,6217
concéntrate,Concentrate,6218
matamos,We kill,6219
fuegos,Fire,6220
suban,Upload.,6221
sucios,dirty,6222
divertirse,have fun,6223
astuto,astute,6224
hueco,hole,6225
pariente,relative,6226
oficinas,Offices,6227
reed,Reed.,6228
coja,COJA.,6229
complicada,complicated,6230
acercarse,getting closer,6231
oficio,job,6232
tejado,roof,6233
periodistas,journalists,6234
dorado,Golden,6235
marinero,sailor,6236
sentidos,senses,6237
torneo,tournament,6238
kit,Kit.,6239
encantaba,I loved it,6240
this,Este,6241
hacha,axe,6242
palmer,Palmer.,6243
pasteles,cakes,6244
despedir,fire,6245
enteró,whole,6246
echaré,I will cast,6247
destrozado,shattered,6248
marchó,Maró,6249
miranda,Miranda.,6250
computadoras,computers,6251
burro,donkey,6252
etiqueta,hashtag,6253
sharon,Sharon.,6254
marcharse,leave,6255
produce,produces,6256
naciones,nations,6257
referencia,reference,6258
polo,pole,6259
maldad,evil,6260
quedaremos,We will stay,6261
jodidos,Fucked,6262
aprendiste,You learned,6263
perry,Perry,6264
divirtiendo,Divirating,6265
costo,cost,6266
recorrido,route,6267
retrasado,delayed,6268
arnold,Arnold.,6269
lograste,You achieved.,6270
convertirme,convert me.,6271
núcleo,nucleus,6272
controlado,checked,6273
pm,p.m,6274
bell,Bell.,6275
pidieron,They asked,6276
conseguiremos,We will get,6277
acuerda,Agreement,6278
grabado,Recorded,6279
cadenas,chains,6280
cálmese,calm down,6281
reducir,reduce,6282
bajos,low,6283
honorable,honorable,6284
comidas,foods,6285
bodega,cellar,6286
funcionado,functional,6287
traficante,trafficker,6288
amenazó,threatened,6289
renta,rent,6290
saliera,Salonement,6291
posiciones,Positions,6292
tiros,shooting,6293
toco,touch,6294
metiendo,Besting,6295
tímido,shy,6296
conveniente,convenient,6297
cerrados,Closed,6298
ie,IE.,6299
identificado,identified,6300
inocencia,innocence,6301
pinturas,Paintings.,6302
estadio,Stadium,6303
elemento,element,6304
marrón,Brown,6305
supuse,he supposed,6306
retrocede,Recessed,6307
sillas,chairs,6308
individuo,individual,6309
sorpresas,Surprises,6310
adicto,addict,6311
cabrones,Cabronos.,6312
terapeuta,therapist,6313
ridícula,ridicule,6314
busquen,Look,6315
derrota,defeat,6316
traerlo,bring it,6317
hazte,Make yourself,6318
finn,Finn.,6319
morirás,You will die,6320
orilla,Bank,6321
mientas,Limites.,6322
construyó,Built,6323
escuchan,they listen,6324
chimenea,chimney,6325
febrero,February,6326
respondió,answered,6327
recoge,Collect,6328
wallace,Wallace.,6329
doyle,Doyle,6330
inglesa,English,6331
mueras,Deals,6332
cumple,Compliance,6333
muevan,Move,6334
muertas,dead,6335
dormí,I slept.,6336
limpiando,Cleaning,6337
confidencial,confidential,6338
suite,suite room,6339
caleb,Caleb.,6340
piratas,pirates,6341
reparar,repair,6342
dorothy,Dorothy.,6343
rehén,hostage,6344
manchas,stains,6345
bud,Bud.,6346
cicatriz,scar,6347
borrar,delete,6348
fundación,Foundation,6349
robbie,Robbie.,6350
ciencias,Sciences,6351
iniciar,Start,6352
reservado,reserved,6353
justamente,justly,6354
conocidos,well-known,6355
niego,Ingo.,6356
ningun,No.,6357
descubre,discover,6358
adelantado,advanced,6359
blair,Blair.,6360
aah,AAH.,6361
sábanas,bed sheets,6362
argumento,argument,6363
dueños,owners,6364
castle,Castle,6365
viajando,Traveling,6366
metiste,metistene,6367
terminaron,ended,6368
sip,Yep,6369
esperábamos,we expected,6370
flash,flash,6371
alec,Alec.,6372
enseño,I teach,6373
fox,Fox,6374
phillip,Phillip.,6375
cruzado,crossed,6376
roba,Robe.,6377
tradicional,traditional,6378
creció,grew up,6379
cobertura,coverage,6380
pillo,rascal,6381
escritura,writing,6382
entere,entire,6383
billetera,wallet,6384
hacíamos,We did,6385
vapor,steam,6386
cosecha,harvest,6387
generaciones,generations,6388
wyatt,Wyatt.,6389
capturado,caught,6390
cuñado,brother-in-law,6391
damon,Damon.,6392
sagrada,Sacreda.,6393
sonidos,Sounds,6394
eeuu,USA,6395
tranquilidad,tranquillity,6396
gatito,little cat,6397
periodo,period,6398
ocupo,occupation,6399
traicionado,betrayed,6400
furia,fury,6401
recuperado,recovered,6402
cuide,take care of,6403
tortuga,tortoise,6404
patty,Patty.,6405
piden,Ask,6406
mo,Mo.,6407
ficción,fiction,6408
nikki,Nikki.,6409
fuí,I went,6410
milagros,miracles,6411
soñado,dreamed of,6412
pis,pee,6413
andas,Andas,6414
ovejas,sheep,6415
granero,barn,6416
docenas,dozens,6417
quienquiera,whoever,6418
juegan,they play,6419
lógico,logical,6420
disciplina,discipline,6421
revisando,reviewing,6422
recibiste,did you receive,6423
retirarse,backing out,6424
noah,Noah,6425
salvador,savior,6426
privilegio,privilege,6427
secuencia,sequence,6428
pensaré,I'll think,6429
antiguas,ancient,6430
lydia,Lydia.,6431
semillas,seeds,6432
afganistán,Afghanistan,6433
ponernos,put on,6434
aprovechar,to take advantage of,6435
falda,skirt,6436
mikey,Mikey.,6437
morris,Morris,6438
shakespeare,Shakespeare.,6439
tendrían,They would have,6440
acompaño,accompaniment,6441
diferencias,differences,6442
escocia,Scotland,6443
menuda,petite,6444
utilizado,used,6445
linea,line,6446
pelos,hairs,6447
circuito,circuit,6448
agradecida,grateful,6449
richie,Richie.,6450
up,Up.,6451
mantuvo,kept up,6452
aprobación,approval,6453
novedad,novelty,6454
impedir,prevent,6455
ego,ego,6456
conocerle,Knowledge,6457
imaginado,imagined,6458
protegido,protected,6459
enfermeras,nurses.,6460
gustaria,would like,6461
pirata,pirate,6462
mantenido,kept,6463
burke,Burke.,6464
usarla,use,6465
inspiración,inspiration,6466
aterrador,scary,6467
lindsay,Lindsay.,6468
dolares,Dollars,6469
logré,I achieved,6470
borrachos,drunk,6471
estaciones,seasons,6472
cheques,Checks,6473
norma,rule,6474
mecánico,mechanic,6475
perdedores,Losers,6476
houston,Houston,6477
polis,polis,6478
reconocido,recognized,6479
videos,videos,6480
gripe,flu,6481
ataca,Attack,6482
sacarle,Remove,6483
existir,exist,6484
jesus,Jesus,6485
thompson,Thompson.,6486
bus,bus,6487
precios,prices,6488
inevitable,inevitable,6489
pusimos,Pusamos.,6490
cuba,Cuba,6491
estúpidas,stupid,6492
matarlos,Kill them,6493
lastimado,hurt,6494
delitos,crimes,6495
espantoso,frightening,6496
comience,comience,6497
quitarle,remove,6498
postal,Postcard,6499
irak,Iraq,6500
claridad,clarity,6501
demostrado,demonstrated,6502
acusaciones,accusations,6503
hal,Hal.,6504
hans,Hans.,6505
bicho,bug,6506
beverly,Beverly.,6507
sencilla,simple,6508
saltó,jump,6509
chofer,driver,6510
tomarlo,Take it,6511
creéis,Believe,6512
encantará,Enchant,6513
dr,Dr.,6514
físicamente,physically,6515
occidental,western,6516
ejecutivo,executive,6517
escondite,hiding place,6518
aumentar,increase,6519
entregado,delivered,6520
mantenerme,keep me,6521
desee,Wish,6522
femenina,female,6523
romeo,Romeo,6524
molestarte,bother you,6525
torpe,clumsy,6526
maurice,Maurice.,6527
partículas,particles,6528
enano,dwarf,6529
cerró,Hill,6530
pásame,pass me,6531
delgado,thin,6532
escuchamos,we hear,6533
denuncia,complaint,6534
dispare,romits,6535
vasos,cups,6536
serpientes,snakes,6537
experimentos,experiments,6538
apoyar,to support,6539
obsesionado,obsessed,6540
retirar,remove,6541
encontrarnos,Find us,6542
dada,Dadaist,6543
cállese,Shut up,6544
aquellas,those,6545
detención,detention,6546
tristes,sad,6547
perímetro,perimeter,6548
bloqueo,blocking,6549
preguntaré,I will ask,6550
intenso,intense,6551
pierce,pierce,6552
construyendo,Building,6553
principalmente,mainly,6554
suelen,They usually,6555
portátil,portable,6556
vagabundo,homeless,6557
comemos,we eat,6558
pueblos,villages,6559
casamos,We married,6560
investigador,investigator,6561
suministros,Supplies,6562
putos,Putos.,6563
preocupaba,I worried,6564
conversar,to converse,6565
daphne,Daphne.,6566
valientes,brave,6567
sebastian,Sebastian,6568
mcgee,McGee.,6569
hockey,hockey,6570
vendré,I'll come,6571
vicepresidente,vice president,6572
transferencia,transfer,6573
garantía,warranty,6574
torta,cake,6575
tremendo,tremendous,6576
entremos,Enter,6577
devolveré,I will return,6578
barata,cheap,6579
alfred,Alfred,6580
extraterrestres,extraterrestrials,6581
pegar,paste,6582
comprobado,checked,6583
isaac,Isaac,6584
esperaremos,we will wait,6585
stark,Stark.,6586
costará,it will cost,6587
descanse,Rest,6588
dulzura,sweetness,6589
escondidas,hidden,6590
lastimar,hurt,6591
pasaje,passage,6592
acercó,approached,6593
encontrarse,meet,6594
negar,deny,6595
pensaron,They thought,6596
vulnerable,vulnerable,6597
lenta,slow,6598
atacaron,Attacked,6599
quite,remove,6600
suéltalo,Let it go,6601
manny,Manny,6602
mercedes,Mercedes,6603
portal,portal,6604
necesitarás,you will need to,6605
pudiese,I could,6606
linterna,flashlight,6607
alemana,German,6608
lindos,cute,6609
zorro,Fox,6610
vestuario,locker room,6611
evidencias,evidence,6612
garantizo,guarantee,6613
criar,raise,6614
colocar,place,6615
auténtica,authentic,6616
pendejo,stupid,6617
ordenar,order,6618
debimos,We must,6619
cabe,Cabe.,6620
alimento,food,6621
pilotos,pilots,6622
amiguito,friendly,6623
gorra,Cap,6624
revisión,revision,6625
exacta,exact,6626
hanna,Hanna,6627
dong,dong.,6628
vehículos,vehicles,6629
presentarte,introduce you,6630
recibirá,will receive,6631
khan,Khano.,6632
evidentemente,evidently,6633
joel,Joel.,6634
senado,senate,6635
atras,behind,6636
caramelos,candies,6637
ofrezco,Offer,6638
trataré,I will try,6639
er,er.,6640
usaste,you used,6641
déme,give me,6642
salvación,salvation,6643
cobra,cobra,6644
baloncesto,basketball,6645
pacto,covenant,6646
aceptó,I agree,6647
vientre,belly,6648
jessie,Jessie.,6649
yang,yang,6650
tuviéramos,We had,6651
callar,to silence,6652
deliciosa,delicious,6653
mirarme,look at me.,6654
opina,Opinion,6655
roll,Roll.,6656
negó,He denied,6657
rubio,blond,6658
boyd,Boyd.,6659
tomate,tomatoes,6660
césped,grass,6661
inicial,initial,6662
aplauso,applause,6663
centímetros,centimeters,6664
ordenes,Orders,6665
peggy,Peggy.,6666
ingresos,income,6667
homero,homer,6668
accidentes,Accidents,6669
